freq : 83.33 MHz
SWR : 2.18
 Theta 	 Phi 	 Gain(dB) 	 Gain 
15 	 275 	 -2.69   	 0.54
20 	 275 	 -0.78   	 0.84
25 	 275 	 0.45   	 1.11
30 	 275 	 0.95   	 1.24
35 	 275 	 1.14   	 1.30
40 	 275 	 1.07   	 1.28
45 	 275 	 0.87   	 1.22
50 	 275 	 0.92   	 1.24
55 	 275 	 1.38   	 1.37
60 	 275 	 2.11   	 1.63
65 	 275 	 2.12   	 1.63
70 	 275 	 2.95   	 1.97
75 	 275 	 2.12   	 1.63
80 	 275 	 0.69   	 1.17
85 	 275 	 -0.81   	 0.83
90 	 275 	 -1.45   	 0.72
95 	 275 	 -0.80   	 0.83
100 	 275 	 0.69   	 1.17
105 	 275 	 2.12   	 1.63
110 	 275 	 2.94   	 1.97
115 	 275 	 2.12   	 1.63
120 	 275 	 2.11   	 1.63
125 	 275 	 1.39   	 1.38
130 	 275 	 0.92   	 1.24
135 	 275 	 0.87   	 1.22
140 	 275 	 1.07   	 1.28
145 	 275 	 1.14   	 1.30
150 	 275 	 0.95   	 1.24
155 	 275 	 0.46   	 1.11
160 	 275 	 -0.77   	 0.84
165 	 275 	 -2.68   	 0.54
170 	 275 	 -5.72   	 0.27
175 	 275 	 -11.53   	 0.07
180 	 275 	 -47.41   	 0.00
0 	 280 	 -47.41   	 0.00
5 	 280 	 -11.52   	 0.07
10 	 280 	 -5.73   	 0.27
15 	 280 	 -2.69   	 0.54
20 	 280 	 -0.78   	 0.84
25 	 280 	 0.47   	 1.11
30 	 280 	 0.98   	 1.25
35 	 280 	 1.19   	 1.32
40 	 280 	 1.12   	 1.29
45 	 280 	 0.89   	 1.23
50 	 280 	 0.92   	 1.24
55 	 280 	 1.33   	 1.36
60 	 280 	 1.98   	 1.58
65 	 280 	 1.92   	 1.56
70 	 280 	 2.74   	 1.88
75 	 280 	 1.96   	 1.57
80 	 280 	 0.62   	 1.15
85 	 280 	 -0.79   	 0.83
90 	 280 	 -1.42   	 0.72
95 	 280 	 -0.78   	 0.84
100 	 280 	 0.63   	 1.16
105 	 280 	 1.96   	 1.57
110 	 280 	 2.74   	 1.88
115 	 280 	 1.92   	 1.56
120 	 280 	 1.98   	 1.58
125 	 280 	 1.34   	 1.36
130 	 280 	 0.92   	 1.24
135 	 280 	 0.90   	 1.23
140 	 280 	 1.12   	 1.29
145 	 280 	 1.19   	 1.32
150 	 280 	 0.99   	 1.26
155 	 280 	 0.48   	 1.12
160 	 280 	 -0.76   	 0.84
165 	 280 	 -2.68   	 0.54
170 	 280 	 -5.73   	 0.27
175 	 280 	 -11.55   	 0.07
180 	 280 	 -47.41   	 0.00
0 	 285 	 -47.41   	 0.00
5 	 285 	 -11.54   	 0.07
10 	 285 	 -5.75   	 0.27
15 	 285 	 -2.70   	 0.54
20 	 285 	 -0.77   	 0.84
25 	 285 	 0.50   	 1.12
30 	 285 	 1.04   	 1.27
35 	 285 	 1.26   	 1.34
40 	 285 	 1.19   	 1.32
45 	 285 	 0.94   	 1.24
50 	 285 	 0.91   	 1.23
55 	 285 	 1.24   	 1.33
60 	 285 	 1.78   	 1.51
65 	 285 	 1.59   	 1.44
70 	 285 	 2.40   	 1.74
75 	 285 	 1.70   	 1.48
80 	 285 	 0.52   	 1.13
85 	 285 	 -0.76   	 0.84
90 	 285 	 -1.36   	 0.73
95 	 285 	 -0.76   	 0.84
100 	 285 	 0.52   	 1.13
105 	 285 	 1.70   	 1.48
110 	 285 	 2.39   	 1.73
115 	 285 	 1.59   	 1.44
120 	 285 	 1.78   	 1.51
125 	 285 	 1.25   	 1.33
130 	 285 	 0.92   	 1.24
135 	 285 	 0.95   	 1.24
140 	 285 	 1.20   	 1.32
145 	 285 	 1.27   	 1.34
150 	 285 	 1.05   	 1.27
155 	 285 	 0.52   	 1.13
160 	 285 	 -0.75   	 0.84
165 	 285 	 -2.69   	 0.54
170 	 285 	 -5.75   	 0.27
175 	 285 	 -11.58   	 0.07
180 	 285 	 -47.41   	 0.00
0 	 290 	 -47.41   	 0.00
5 	 290 	 -11.56   	 0.07
10 	 290 	 -5.77   	 0.26
15 	 290 	 -2.71   	 0.54
20 	 290 	 -0.76   	 0.84
25 	 290 	 0.54   	 1.13
30 	 290 	 1.11   	 1.29
35 	 290 	 1.35   	 1.36
40 	 290 	 1.28   	 1.34
45 	 290 	 1.00   	 1.26
50 	 290 	 0.90   	 1.23
55 	 290 	 1.12   	 1.29
60 	 290 	 1.49   	 1.41
65 	 290 	 1.12   	 1.29
70 	 290 	 1.91   	 1.55
75 	 290 	 1.33   	 1.36
80 	 290 	 0.38   	 1.09
85 	 290 	 -0.73   	 0.85
90 	 290 	 -1.28   	 0.74
95 	 290 	 -0.72   	 0.85
100 	 290 	 0.38   	 1.09
105 	 290 	 1.32   	 1.36
110 	 290 	 1.91   	 1.55
115 	 290 	 1.12   	 1.29
120 	 290 	 1.50   	 1.41
125 	 290 	 1.13   	 1.30
130 	 290 	 0.91   	 1.23
135 	 290 	 1.01   	 1.26
140 	 290 	 1.30   	 1.35
145 	 290 	 1.37   	 1.37
150 	 290 	 1.13   	 1.30
155 	 290 	 0.56   	 1.14
160 	 290 	 -0.74   	 0.84
165 	 290 	 -2.70   	 0.54
170 	 290 	 -5.77   	 0.26
175 	 290 	 -11.61   	 0.07
180 	 290 	 -47.41   	 0.00
0 	 295 	 -47.41   	 0.00
5 	 295 	 -11.59   	 0.07
10 	 295 	 -5.80   	 0.26
15 	 295 	 -2.73   	 0.53
20 	 295 	 -0.76   	 0.84
25 	 295 	 0.57   	 1.14
30 	 295 	 1.19   	 1.32
35 	 295 	 1.47   	 1.40
40 	 295 	 1.40   	 1.38
45 	 295 	 1.07   	 1.28
50 	 295 	 0.87   	 1.22
55 	 295 	 0.95   	 1.24
60 	 295 	 1.12   	 1.29
65 	 295 	 0.51   	 1.12
70 	 295 	 1.28   	 1.34
75 	 295 	 0.85   	 1.22
80 	 295 	 0.19   	 1.04
85 	 295 	 -0.69   	 0.85
90 	 295 	 -1.18   	 0.76
95 	 295 	 -0.69   	 0.85
100 	 295 	 0.19   	 1.04
105 	 295 	 0.85   	 1.22
110 	 295 	 1.28   	 1.34
115 	 295 	 0.52   	 1.13
120 	 295 	 1.13   	 1.30
125 	 295 	 0.97   	 1.25
130 	 295 	 0.90   	 1.23
135 	 295 	 1.09   	 1.29
140 	 295 	 1.42   	 1.39
145 	 295 	 1.49   	 1.41
150 	 295 	 1.21   	 1.32
155 	 295 	 0.60   	 1.15
160 	 295 	 -0.73   	 0.85
165 	 295 	 -2.71   	 0.54
170 	 295 	 -5.80   	 0.26
175 	 295 	 -11.66   	 0.07
180 	 295 	 -47.41   	 0.00
0 	 300 	 -47.41   	 0.00
5 	 300 	 -11.62   	 0.07
10 	 300 	 -5.83   	 0.26
15 	 300 	 -2.76   	 0.53
20 	 300 	 -0.76   	 0.84
25 	 300 	 0.61   	 1.15
30 	 300 	 1.27   	 1.34
35 	 300 	 1.59   	 1.44
40 	 300 	 1.53   	 1.42
45 	 300 	 1.16   	 1.31
50 	 300 	 0.84   	 1.21
55 	 300 	 0.73   	 1.18
60 	 300 	 0.66   	 1.16
65 	 300 	 -0.23   	 0.95
70 	 300 	 0.50   	 1.12
75 	 300 	 0.29   	 1.07
80 	 300 	 -0.03   	 0.99
85 	 300 	 -0.66   	 0.86
90 	 300 	 -1.06   	 0.78
95 	 300 	 -0.66   	 0.86
100 	 300 	 -0.04   	 0.99
105 	 300 	 0.28   	 1.07
110 	 300 	 0.50   	 1.12
115 	 300 	 -0.21   	 0.95
120 	 300 	 0.69   	 1.17
125 	 300 	 0.76   	 1.19
130 	 300 	 0.88   	 1.22
135 	 300 	 1.19   	 1.32
140 	 300 	 1.56   	 1.43
145 	 300 	 1.61   	 1.45
150 	 300 	 1.30   	 1.35
155 	 300 	 0.64   	 1.16
160 	 300 	 -0.73   	 0.85
165 	 300 	 -2.74   	 0.53
170 	 300 	 -5.84   	 0.26
175 	 300 	 -11.71   	 0.07
180 	 300 	 -47.41   	 0.00
0 	 305 	 -47.41   	 0.00
5 	 305 	 -11.66   	 0.07
10 	 305 	 -5.87   	 0.26
15 	 305 	 -2.79   	 0.53
20 	 305 	 -0.77   	 0.84
25 	 305 	 0.63   	 1.16
30 	 305 	 1.34   	 1.36
35 	 305 	 1.71   	 1.48
40 	 305 	 1.68   	 1.47
45 	 305 	 1.26   	 1.34
50 	 305 	 0.80   	 1.20
55 	 305 	 0.46   	 1.11
60 	 305 	 0.12   	 1.03
65 	 305 	 -1.10   	 0.78
70 	 305 	 -0.41   	 0.91
75 	 305 	 -0.36   	 0.92
80 	 305 	 -0.29   	 0.94
85 	 305 	 -0.64   	 0.86
90 	 305 	 -0.93   	 0.81
95 	 305 	 -0.64   	 0.86
100 	 305 	 -0.30   	 0.93
105 	 305 	 -0.37   	 0.92
110 	 305 	 -0.40   	 0.91
115 	 305 	 -1.07   	 0.78
120 	 305 	 0.16   	 1.04
125 	 305 	 0.50   	 1.12
130 	 305 	 0.84   	 1.21
135 	 305 	 1.30   	 1.35
140 	 305 	 1.71   	 1.48
145 	 305 	 1.74   	 1.49
150 	 305 	 1.37   	 1.37
155 	 305 	 0.66   	 1.16
160 	 305 	 -0.74   	 0.84
165 	 305 	 -2.77   	 0.53
170 	 305 	 -5.89   	 0.26
175 	 305 	 -11.76   	 0.07
180 	 305 	 -47.41   	 0.00
0 	 310 	 -47.41   	 0.00
5 	 310 	 -11.70   	 0.07
10 	 310 	 -5.92   	 0.26
15 	 310 	 -2.83   	 0.52
20 	 310 	 -0.80   	 0.83
25 	 310 	 0.64   	 1.16
30 	 310 	 1.40   	 1.38
35 	 310 	 1.83   	 1.52
40 	 310 	 1.83   	 1.52
45 	 310 	 1.37   	 1.37
50 	 310 	 0.75   	 1.19
55 	 310 	 0.14   	 1.03
60 	 310 	 -0.51   	 0.89
65 	 310 	 -2.06   	 0.62
70 	 310 	 -1.43   	 0.72
75 	 310 	 -1.08   	 0.78
80 	 310 	 -0.59   	 0.87
85 	 310 	 -0.62   	 0.87
90 	 310 	 -0.79   	 0.83
95 	 310 	 -0.63   	 0.86
100 	 310 	 -0.60   	 0.87
105 	 310 	 -1.08   	 0.78
110 	 310 	 -1.41   	 0.72
115 	 310 	 -2.02   	 0.63
120 	 310 	 -0.46   	 0.90
125 	 310 	 0.19   	 1.04
130 	 310 	 0.79   	 1.20
135 	 310 	 1.41   	 1.38
140 	 310 	 1.86   	 1.53
145 	 310 	 1.86   	 1.53
150 	 310 	 1.44   	 1.39
155 	 310 	 0.67   	 1.17
160 	 310 	 -0.77   	 0.84
165 	 310 	 -2.82   	 0.52
170 	 310 	 -5.95   	 0.25
175 	 310 	 -11.82   	 0.07
180 	 310 	 -47.41   	 0.00
0 	 315 	 -47.41   	 0.00
5 	 315 	 -11.75   	 0.07
10 	 315 	 -5.97   	 0.25
15 	 315 	 -2.88   	 0.52
20 	 315 	 -0.83   	 0.83
25 	 315 	 0.64   	 1.16
30 	 315 	 1.46   	 1.40
35 	 315 	 1.95   	 1.57
40 	 315 	 1.98   	 1.58
45 	 315 	 1.49   	 1.41
50 	 315 	 0.69   	 1.17
55 	 315 	 -0.24   	 0.95
60 	 315 	 -1.22   	 0.76
65 	 315 	 -3.07   	 0.49
70 	 315 	 -2.50   	 0.56
75 	 315 	 -1.81   	 0.66
80 	 315 	 -0.93   	 0.81
85 	 315 	 -0.62   	 0.87
90 	 315 	 -0.63   	 0.86
95 	 315 	 -0.62   	 0.87
100 	 315 	 -0.93   	 0.81
105 	 315 	 -1.81   	 0.66
110 	 315 	 -2.47   	 0.57
115 	 315 	 -3.00   	 0.50
120 	 315 	 -1.16   	 0.77
125 	 315 	 -0.18   	 0.96
130 	 315 	 0.73   	 1.18
135 	 315 	 1.53   	 1.42
140 	 315 	 2.02   	 1.59
145 	 315 	 1.98   	 1.58
150 	 315 	 1.49   	 1.41
155 	 315 	 0.67   	 1.17
160 	 315 	 -0.81   	 0.83
165 	 315 	 -2.88   	 0.52
170 	 315 	 -6.01   	 0.25
175 	 315 	 -11.89   	 0.06
180 	 315 	 -47.41   	 0.00
0 	 320 	 -47.41   	 0.00
5 	 320 	 -11.80   	 0.07
10 	 320 	 -6.03   	 0.25
15 	 320 	 -2.94   	 0.51
20 	 320 	 -0.88   	 0.82
25 	 320 	 0.62   	 1.15
30 	 320 	 1.49   	 1.41
35 	 320 	 2.05   	 1.60
40 	 320 	 2.14   	 1.64
45 	 320 	 1.61   	 1.45
50 	 320 	 0.61   	 1.15
55 	 320 	 -0.67   	 0.86
60 	 320 	 -2.01   	 0.63
65 	 320 	 -3.99   	 0.40
70 	 320 	 -3.49   	 0.45
75 	 320 	 -2.51   	 0.56
80 	 320 	 -1.29   	 0.74
85 	 320 	 -0.63   	 0.86
90 	 320 	 -0.47   	 0.90
95 	 320 	 -0.63   	 0.86
100 	 320 	 -1.29   	 0.74
105 	 320 	 -2.50   	 0.56
110 	 320 	 -3.45   	 0.45
115 	 320 	 -3.92   	 0.41
120 	 320 	 -1.94   	 0.64
125 	 320 	 -0.62   	 0.87
130 	 320 	 0.65   	 1.16
135 	 320 	 1.64   	 1.46
140 	 320 	 2.16   	 1.64
145 	 320 	 2.08   	 1.61
150 	 320 	 1.52   	 1.42
155 	 320 	 0.64   	 1.16
160 	 320 	 -0.87   	 0.82
165 	 320 	 -2.95   	 0.51
170 	 320 	 -6.08   	 0.25
175 	 320 	 -11.96   	 0.06
180 	 320 	 -47.41   	 0.00
0 	 325 	 -47.41   	 0.00
5 	 325 	 -11.84   	 0.07
10 	 325 	 -6.09   	 0.25
15 	 325 	 -3.00   	 0.50
20 	 325 	 -0.94   	 0.81
25 	 325 	 0.59   	 1.15
30 	 325 	 1.52   	 1.42
35 	 325 	 2.15   	 1.64
40 	 325 	 2.29   	 1.69
45 	 325 	 1.73   	 1.49
50 	 325 	 0.53   	 1.13
55 	 325 	 -1.17   	 0.76
60 	 325 	 -2.87   	 0.52
65 	 325 	 -4.71   	 0.34
70 	 325 	 -4.25   	 0.38
75 	 325 	 -3.12   	 0.49
80 	 325 	 -1.66   	 0.68
85 	 325 	 -0.65   	 0.86
90 	 325 	 -0.31   	 0.93
95 	 325 	 -0.65   	 0.86
100 	 325 	 -1.65   	 0.68
105 	 325 	 -3.10   	 0.49
110 	 325 	 -4.19   	 0.38
115 	 325 	 -4.64   	 0.34
120 	 325 	 -2.80   	 0.52
125 	 325 	 -1.12   	 0.77
130 	 325 	 0.56   	 1.14
135 	 325 	 1.75   	 1.50
140 	 325 	 2.30   	 1.70
145 	 325 	 2.16   	 1.64
150 	 325 	 1.53   	 1.42
155 	 325 	 0.60   	 1.15
160 	 325 	 -0.94   	 0.81
165 	 325 	 -3.03   	 0.50
170 	 325 	 -6.15   	 0.24
175 	 325 	 -12.03   	 0.06
180 	 325 	 -47.41   	 0.00
0 	 330 	 -47.41   	 0.00
5 	 330 	 -11.89   	 0.06
10 	 330 	 -6.14   	 0.24
15 	 330 	 -3.07   	 0.49
20 	 330 	 -1.01   	 0.79
25 	 330 	 0.55   	 1.14
30 	 330 	 1.53   	 1.42
35 	 330 	 2.23   	 1.67
40 	 330 	 2.42   	 1.75
45 	 330 	 1.85   	 1.53
50 	 330 	 0.44   	 1.11
55 	 330 	 -1.72   	 0.67
60 	 330 	 -3.79   	 0.42
65 	 330 	 -5.08   	 0.31
70 	 330 	 -4.60   	 0.35
75 	 330 	 -3.57   	 0.44
80 	 330 	 -2.05   	 0.62
85 	 330 	 -0.68   	 0.86
90 	 330 	 -0.16   	 0.96
95 	 330 	 -0.67   	 0.86
100 	 330 	 -2.02   	 0.63
105 	 330 	 -3.53   	 0.44
110 	 330 	 -4.54   	 0.35
115 	 330 	 -5.02   	 0.31
120 	 330 	 -3.74   	 0.42
125 	 330 	 -1.69   	 0.68
130 	 330 	 0.45   	 1.11
135 	 330 	 1.86   	 1.53
140 	 330 	 2.43   	 1.75
145 	 330 	 2.23   	 1.67
150 	 330 	 1.53   	 1.42
155 	 330 	 0.54   	 1.13
160 	 330 	 -1.02   	 0.79
165 	 330 	 -3.11   	 0.49
170 	 330 	 -6.22   	 0.24
175 	 330 	 -12.09   	 0.06
180 	 330 	 -47.41   	 0.00
0 	 335 	 -47.41   	 0.00
5 	 335 	 -11.93   	 0.06
10 	 335 	 -6.20   	 0.24
15 	 335 	 -3.14   	 0.49
20 	 335 	 -1.08   	 0.78
25 	 335 	 0.50   	 1.12
30 	 335 	 1.53   	 1.42
35 	 335 	 2.30   	 1.70
40 	 335 	 2.55   	 1.80
45 	 335 	 1.96   	 1.57
50 	 335 	 0.35   	 1.08
55 	 335 	 -2.31   	 0.59
60 	 335 	 -4.75   	 0.33
65 	 335 	 -5.09   	 0.31
70 	 335 	 -4.55   	 0.35
75 	 335 	 -3.84   	 0.41
80 	 335 	 -2.42   	 0.57
85 	 335 	 -0.72   	 0.85
90 	 335 	 -0.02   	 1.00
95 	 335 	 -0.71   	 0.85
100 	 335 	 -2.39   	 0.58
105 	 335 	 -3.78   	 0.42
110 	 335 	 -4.49   	 0.36
115 	 335 	 -5.04   	 0.31
120 	 335 	 -4.72   	 0.34
125 	 335 	 -2.30   	 0.59
130 	 335 	 0.35   	 1.08
135 	 335 	 1.95   	 1.57
140 	 335 	 2.54   	 1.79
145 	 335 	 2.29   	 1.69
150 	 335 	 1.51   	 1.42
155 	 335 	 0.48   	 1.12
160 	 335 	 -1.11   	 0.77
165 	 335 	 -3.19   	 0.48
170 	 335 	 -6.29   	 0.23
175 	 335 	 -12.15   	 0.06
180 	 335 	 -47.41   	 0.00
0 	 340 	 -47.41   	 0.00
5 	 340 	 -11.97   	 0.06
10 	 340 	 -6.25   	 0.24
15 	 340 	 -3.20   	 0.48
20 	 340 	 -1.15   	 0.77
25 	 340 	 0.45   	 1.11
30 	 340 	 1.52   	 1.42
35 	 340 	 2.36   	 1.72
40 	 340 	 2.66   	 1.85
45 	 340 	 2.05   	 1.60
50 	 340 	 0.27   	 1.06
55 	 340 	 -2.92   	 0.51
60 	 340 	 -5.73   	 0.27
65 	 340 	 -4.85   	 0.33
70 	 340 	 -4.21   	 0.38
75 	 340 	 -3.92   	 0.41
80 	 340 	 -2.76   	 0.53
85 	 340 	 -0.75   	 0.84
90 	 340 	 0.11   	 1.03
95 	 340 	 -0.74   	 0.84
100 	 340 	 -2.73   	 0.53
105 	 340 	 -3.87   	 0.41
110 	 340 	 -4.16   	 0.38
115 	 340 	 -4.81   	 0.33
120 	 340 	 -5.72   	 0.27
125 	 340 	 -2.94   	 0.51
130 	 340 	 0.24   	 1.06
135 	 340 	 2.03   	 1.60
140 	 340 	 2.63   	 1.83
145 	 340 	 2.33   	 1.71
150 	 340 	 1.49   	 1.41
155 	 340 	 0.41   	 1.10
160 	 340 	 -1.20   	 0.76
165 	 340 	 -3.27   	 0.47
170 	 340 	 -6.35   	 0.23
175 	 340 	 -12.21   	 0.06
180 	 340 	 -47.41   	 0.00
0 	 345 	 -47.41   	 0.00
5 	 345 	 -12.00   	 0.06
10 	 345 	 -6.29   	 0.23
15 	 345 	 -3.26   	 0.47
20 	 345 	 -1.21   	 0.76
25 	 345 	 0.40   	 1.10
30 	 345 	 1.51   	 1.42
35 	 345 	 2.40   	 1.74
40 	 345 	 2.74   	 1.88
45 	 345 	 2.13   	 1.63
50 	 345 	 0.19   	 1.04
55 	 345 	 -3.51   	 0.45
60 	 345 	 -6.66   	 0.22
65 	 345 	 -4.50   	 0.35
70 	 345 	 -3.78   	 0.42
75 	 345 	 -3.89   	 0.41
80 	 345 	 -3.05   	 0.50
85 	 345 	 -0.78   	 0.84
90 	 345 	 0.21   	 1.05
95 	 345 	 -0.78   	 0.84
100 	 345 	 -3.02   	 0.50
105 	 345 	 -3.84   	 0.41
110 	 345 	 -3.73   	 0.42
115 	 345 	 -4.46   	 0.36
120 	 345 	 -6.67   	 0.22
125 	 345 	 -3.56   	 0.44
130 	 345 	 0.15   	 1.04
135 	 345 	 2.09   	 1.62
140 	 345 	 2.71   	 1.87
145 	 345 	 2.36   	 1.72
150 	 345 	 1.46   	 1.40
155 	 345 	 0.35   	 1.08
160 	 345 	 -1.27   	 0.75
165 	 345 	 -3.34   	 0.46
170 	 345 	 -6.41   	 0.23
175 	 345 	 -12.25   	 0.06
180 	 345 	 -47.41   	 0.00
0 	 350 	 -47.41   	 0.00
5 	 350 	 -12.02   	 0.06
10 	 350 	 -6.32   	 0.23
15 	 350 	 -3.30   	 0.47
20 	 350 	 -1.26   	 0.75
25 	 350 	 0.36   	 1.09
30 	 350 	 1.49   	 1.41
35 	 350 	 2.43   	 1.75
40 	 350 	 2.81   	 1.91
45 	 350 	 2.18   	 1.65
50 	 350 	 0.13   	 1.03
55 	 350 	 -4.01   	 0.40
60 	 350 	 -7.46   	 0.18
65 	 350 	 -4.17   	 0.38
70 	 350 	 -3.38   	 0.46
75 	 350 	 -3.80   	 0.42
80 	 350 	 -3.27   	 0.47
85 	 350 	 -0.81   	 0.83
90 	 350 	 0.29   	 1.07
95 	 350 	 -0.81   	 0.83
100 	 350 	 -3.26   	 0.47
105 	 350 	 -3.77   	 0.42
110 	 350 	 -3.35   	 0.46
115 	 350 	 -4.14   	 0.39
120 	 350 	 -7.49   	 0.18
125 	 350 	 -4.09   	 0.39
130 	 350 	 0.08   	 1.02
135 	 350 	 2.14   	 1.64
140 	 350 	 2.76   	 1.89
145 	 350 	 2.38   	 1.73
150 	 350 	 1.44   	 1.39
155 	 350 	 0.30   	 1.07
160 	 350 	 -1.33   	 0.74
165 	 350 	 -3.39   	 0.46
170 	 350 	 -6.45   	 0.23
175 	 350 	 -12.29   	 0.06
180 	 350 	 -47.41   	 0.00
0 	 355 	 -47.41   	 0.00
5 	 355 	 -12.03   	 0.06
10 	 355 	 -6.34   	 0.23
15 	 355 	 -3.33   	 0.46
20 	 355 	 -1.29   	 0.74
25 	 355 	 0.33   	 1.08
30 	 355 	 1.48   	 1.41
35 	 355 	 2.44   	 1.75
40 	 355 	 2.84   	 1.92
45 	 355 	 2.21   	 1.66
50 	 355 	 0.09   	 1.02
55 	 355 	 -4.37   	 0.37
60 	 355 	 -8.00   	 0.16
65 	 355 	 -3.94   	 0.40
70 	 355 	 -3.12   	 0.49
75 	 355 	 -3.72   	 0.42
80 	 355 	 -3.41   	 0.46
85 	 355 	 -0.82   	 0.83
90 	 355 	 0.33   	 1.08
95 	 355 	 -0.83   	 0.83
100 	 355 	 -3.41   	 0.46
105 	 355 	 -3.70   	 0.43
110 	 355 	 -3.10   	 0.49
115 	 355 	 -3.92   	 0.41
120 	 355 	 -8.07   	 0.16
125 	 355 	 -4.45   	 0.36
130 	 355 	 0.04   	 1.01
135 	 355 	 2.17   	 1.65
140 	 355 	 2.80   	 1.91
145 	 355 	 2.40   	 1.74
150 	 355 	 1.43   	 1.39
155 	 355 	 0.26   	 1.06
160 	 355 	 -1.37   	 0.73
165 	 355 	 -3.43   	 0.45
170 	 355 	 -6.48   	 0.22
175 	 355 	 -12.31   	 0.06
180 	 355 	 -47.41   	 0.00
freq : 1066.70 MHz
SWR : 1.46
 Theta 	 Phi 	 Gain(dB) 	 Gain 
0 	 0 	 -46.05   	 0.00
5 	 0 	 -10.94   	 0.08
10 	 0 	 -5.28   	 0.30
15 	 0 	 -2.26   	 0.59
20 	 0 	 -0.44   	 0.90
25 	 0 	 0.83   	 1.21
30 	 0 	 1.65   	 1.46
35 	 0 	 2.34   	 1.71
40 	 0 	 2.55   	 1.80
45 	 0 	 2.03   	 1.60
50 	 0 	 0.47   	 1.11
55 	 0 	 -2.24   	 0.60
60 	 0 	 -3.63   	 0.43
65 	 0 	 -1.32   	 0.74
70 	 0 	 -1.69   	 0.68
75 	 0 	 -1.30   	 0.74
80 	 0 	 -1.57   	 0.70
85 	 0 	 -0.69   	 0.85
90 	 0 	 -0.07   	 0.98
95 	 0 	 -0.71   	 0.85
100 	 0 	 -1.59   	 0.69
105 	 0 	 -1.32   	 0.74
110 	 0 	 -1.72   	 0.67
115 	 0 	 -1.36   	 0.73
120 	 0 	 -3.70   	 0.43
125 	 0 	 -2.29   	 0.59
130 	 0 	 0.44   	 1.11
135 	 0 	 2.01   	 1.59
140 	 0 	 2.52   	 1.79
145 	 0 	 2.30   	 1.70
150 	 0 	 1.60   	 1.45
155 	 0 	 0.77   	 1.19
160 	 0 	 -0.52   	 0.89
165 	 0 	 -2.37   	 0.58
170 	 0 	 -5.44   	 0.29
175 	 0 	 -11.24   	 0.08
180 	 0 	 -46.05   	 0.00
0 	 5 	 -46.05   	 0.00
5 	 5 	 -10.94   	 0.08
10 	 5 	 -5.28   	 0.30
15 	 5 	 -2.27   	 0.59
20 	 5 	 -0.44   	 0.90
25 	 5 	 0.83   	 1.21
30 	 5 	 1.65   	 1.46
35 	 5 	 2.33   	 1.71
40 	 5 	 2.54   	 1.79
45 	 5 	 2.02   	 1.59
50 	 5 	 0.46   	 1.11
55 	 5 	 -2.21   	 0.60
60 	 5 	 -3.61   	 0.44
65 	 5 	 -1.37   	 0.73
70 	 5 	 -1.76   	 0.67
75 	 5 	 -1.33   	 0.74
80 	 5 	 -1.56   	 0.70
85 	 5 	 -0.69   	 0.85
90 	 5 	 -0.08   	 0.98
95 	 5 	 -0.70   	 0.85
100 	 5 	 -1.58   	 0.70
105 	 5 	 -1.35   	 0.73
110 	 5 	 -1.79   	 0.66
115 	 5 	 -1.42   	 0.72
120 	 5 	 -3.66   	 0.43
125 	 5 	 -2.23   	 0.60
130 	 5 	 0.46   	 1.11
135 	 5 	 2.01   	 1.59
140 	 5 	 2.52   	 1.79
145 	 5 	 2.31   	 1.70
150 	 5 	 1.61   	 1.45
155 	 5 	 0.78   	 1.20
160 	 5 	 -0.52   	 0.89
165 	 5 	 -2.37   	 0.58
170 	 5 	 -5.44   	 0.29
175 	 5 	 -11.25   	 0.07
180 	 5 	 -46.05   	 0.00
0 	 10 	 -46.05   	 0.00
5 	 10 	 -10.95   	 0.08
10 	 10 	 -5.29   	 0.30
15 	 10 	 -2.27   	 0.59
20 	 10 	 -0.44   	 0.90
25 	 10 	 0.84   	 1.21
30 	 10 	 1.65   	 1.46
35 	 10 	 2.32   	 1.71
40 	 10 	 2.51   	 1.78
45 	 10 	 1.98   	 1.58
50 	 10 	 0.46   	 1.11
55 	 10 	 -2.11   	 0.62
60 	 10 	 -3.53   	 0.44
65 	 10 	 -1.52   	 0.70
70 	 10 	 -1.95   	 0.64
75 	 10 	 -1.43   	 0.72
80 	 10 	 -1.54   	 0.70
85 	 10 	 -0.68   	 0.86
90 	 10 	 -0.10   	 0.98
95 	 10 	 -0.69   	 0.85
100 	 10 	 -1.55   	 0.70
105 	 10 	 -1.45   	 0.72
110 	 10 	 -1.97   	 0.64
115 	 10 	 -1.55   	 0.70
120 	 10 	 -3.55   	 0.44
125 	 10 	 -2.09   	 0.62
130 	 10 	 0.49   	 1.12
135 	 10 	 2.00   	 1.58
140 	 10 	 2.51   	 1.78
145 	 10 	 2.31   	 1.70
150 	 10 	 1.62   	 1.45
155 	 10 	 0.80   	 1.20
160 	 10 	 -0.51   	 0.89
165 	 10 	 -2.37   	 0.58
170 	 10 	 -5.44   	 0.29
175 	 10 	 -11.26   	 0.07
180 	 10 	 -46.05   	 0.00
0 	 15 	 -46.05   	 0.00
5 	 15 	 -10.97   	 0.08
10 	 15 	 -5.30   	 0.30
15 	 15 	 -2.27   	 0.59
20 	 15 	 -0.44   	 0.90
25 	 15 	 0.85   	 1.22
30 	 15 	 1.65   	 1.46
35 	 15 	 2.30   	 1.70
40 	 15 	 2.46   	 1.76
45 	 15 	 1.94   	 1.56
50 	 15 	 0.48   	 1.12
