freq : 83.33 MHz
SWR : 1.80
 Theta 	 Phi 	 Gain(dB) 	 Gain 
0 	 190 	 -999.99   	 0.00
5 	 190 	 -16.56   	 0.02
10 	 190 	 -10.89   	 0.08
15 	 190 	 -7.96   	 0.16
20 	 190 	 -6.34   	 0.23
25 	 190 	 -5.50   	 0.28
30 	 190 	 -4.97   	 0.32
35 	 190 	 -4.02   	 0.40
40 	 190 	 -2.18   	 0.61
45 	 190 	 0.09   	 1.02
50 	 190 	 2.08   	 1.61
55 	 190 	 3.40   	 2.19
60 	 190 	 3.89   	 2.45
65 	 190 	 3.39   	 2.18
70 	 190 	 1.74   	 1.49
75 	 190 	 -1.30   	 0.74
80 	 190 	 -5.67   	 0.27
85 	 190 	 -8.68   	 0.14
90 	 190 	 -8.75   	 0.13
95 	 190 	 -8.68   	 0.14
100 	 190 	 -5.67   	 0.27
105 	 190 	 -1.30   	 0.74
110 	 190 	 1.74   	 1.49
115 	 190 	 3.39   	 2.18
120 	 190 	 3.89   	 2.45
125 	 190 	 3.40   	 2.19
130 	 190 	 2.08   	 1.61
135 	 190 	 0.09   	 1.02
140 	 190 	 -2.18   	 0.61
145 	 190 	 -4.02   	 0.40
150 	 190 	 -4.97   	 0.32
155 	 190 	 -5.50   	 0.28
160 	 190 	 -6.34   	 0.23
165 	 190 	 -7.96   	 0.16
170 	 190 	 -10.89   	 0.08
175 	 190 	 -16.56   	 0.02
180 	 190 	 -999.99   	 0.00
0 	 195 	 -999.99   	 0.00
5 	 195 	 -16.56   	 0.02
10 	 195 	 -10.89   	 0.08
15 	 195 	 -7.96   	 0.16
20 	 195 	 -6.34   	 0.23
25 	 195 	 -5.50   	 0.28
30 	 195 	 -4.97   	 0.32
35 	 195 	 -4.02   	 0.40
40 	 195 	 -2.18   	 0.61
45 	 195 	 0.09   	 1.02
50 	 195 	 2.08   	 1.61
55 	 195 	 3.40   	 2.19
60 	 195 	 3.89   	 2.45
65 	 195 	 3.39   	 2.18
70 	 195 	 1.74   	 1.49
75 	 195 	 -1.30   	 0.74
80 	 195 	 -5.67   	 0.27
85 	 195 	 -8.68   	 0.14
90 	 195 	 -8.75   	 0.13
95 	 195 	 -8.68   	 0.14
100 	 195 	 -5.67   	 0.27
105 	 195 	 -1.30   	 0.74
110 	 195 	 1.74   	 1.49
115 	 195 	 3.39   	 2.18
120 	 195 	 3.89   	 2.45
125 	 195 	 3.40   	 2.19
130 	 195 	 2.08   	 1.61
135 	 195 	 0.09   	 1.02
140 	 195 	 -2.18   	 0.61
145 	 195 	 -4.02   	 0.40
150 	 195 	 -4.97   	 0.32
155 	 195 	 -5.50   	 0.28
160 	 195 	 -6.34   	 0.23
165 	 195 	 -7.96   	 0.16
170 	 195 	 -10.89   	 0.08
175 	 195 	 -16.56   	 0.02
180 	 195 	 -999.99   	 0.00
0 	 200 	 -999.99   	 0.00
5 	 200 	 -16.56   	 0.02
10 	 200 	 -10.89   	 0.08
15 	 200 	 -7.96   	 0.16
20 	 200 	 -6.34   	 0.23
25 	 200 	 -5.50   	 0.28
30 	 200 	 -4.97   	 0.32
35 	 200 	 -4.02   	 0.40
40 	 200 	 -2.18   	 0.61
45 	 200 	 0.09   	 1.02
50 	 200 	 2.08   	 1.61
55 	 200 	 3.40   	 2.19
60 	 200 	 3.89   	 2.45
65 	 200 	 3.39   	 2.18
70 	 200 	 1.74   	 1.49
75 	 200 	 -1.30   	 0.74
80 	 200 	 -5.67   	 0.27
85 	 200 	 -8.68   	 0.14
90 	 200 	 -8.75   	 0.13
95 	 200 	 -8.68   	 0.14
100 	 200 	 -5.67   	 0.27
105 	 200 	 -1.30   	 0.74
110 	 200 	 1.74   	 1.49
115 	 200 	 3.39   	 2.18
120 	 200 	 3.89   	 2.45
125 	 200 	 3.40   	 2.19
130 	 200 	 2.08   	 1.61
135 	 200 	 0.09   	 1.02
140 	 200 	 -2.18   	 0.61
145 	 200 	 -4.02   	 0.40
150 	 200 	 -4.97   	 0.32
155 	 200 	 -5.50   	 0.28
160 	 200 	 -6.34   	 0.23
165 	 200 	 -7.96   	 0.16
170 	 200 	 -10.89   	 0.08
175 	 200 	 -16.56   	 0.02
180 	 200 	 -999.99   	 0.00
0 	 205 	 -999.99   	 0.00
5 	 205 	 -16.56   	 0.02
10 	 205 	 -10.89   	 0.08
15 	 205 	 -7.96   	 0.16
20 	 205 	 -6.34   	 0.23
25 	 205 	 -5.50   	 0.28
30 	 205 	 -4.97   	 0.32
35 	 205 	 -4.02   	 0.40
40 	 205 	 -2.18   	 0.61
45 	 205 	 0.09   	 1.02
50 	 205 	 2.08   	 1.61
55 	 205 	 3.40   	 2.19
60 	 205 	 3.89   	 2.45
65 	 205 	 3.39   	 2.18
70 	 205 	 1.74   	 1.49
75 	 205 	 -1.30   	 0.74
80 	 205 	 -5.67   	 0.27
85 	 205 	 -8.68   	 0.14
90 	 205 	 -8.75   	 0.13
95 	 205 	 -8.68   	 0.14
100 	 205 	 -5.67   	 0.27
105 	 205 	 -1.30   	 0.74
110 	 205 	 1.74   	 1.49
115 	 205 	 3.39   	 2.18
120 	 205 	 3.89   	 2.45
125 	 205 	 3.40   	 2.19
130 	 205 	 2.08   	 1.61
135 	 205 	 0.09   	 1.02
140 	 205 	 -2.18   	 0.61
145 	 205 	 -4.02   	 0.40
150 	 205 	 -4.97   	 0.32
155 	 205 	 -5.50   	 0.28
160 	 205 	 -6.34   	 0.23
165 	 205 	 -7.96   	 0.16
170 	 205 	 -10.89   	 0.08
175 	 205 	 -16.56   	 0.02
180 	 205 	 -999.99   	 0.00
0 	 210 	 -999.99   	 0.00
5 	 210 	 -16.56   	 0.02
10 	 210 	 -10.89   	 0.08
15 	 210 	 -7.96   	 0.16
20 	 210 	 -6.34   	 0.23
25 	 210 	 -5.50   	 0.28
30 	 210 	 -4.97   	 0.32
35 	 210 	 -4.02   	 0.40
40 	 210 	 -2.18   	 0.61
45 	 210 	 0.09   	 1.02
50 	 210 	 2.08   	 1.61
55 	 210 	 3.40   	 2.19
60 	 210 	 3.89   	 2.45
65 	 210 	 3.39   	 2.18
70 	 210 	 1.74   	 1.49
75 	 210 	 -1.30   	 0.74
80 	 210 	 -5.67   	 0.27
85 	 210 	 -8.68   	 0.14
90 	 210 	 -8.75   	 0.13
95 	 210 	 -8.68   	 0.14
100 	 210 	 -5.67   	 0.27
105 	 210 	 -1.30   	 0.74
110 	 210 	 1.74   	 1.49
115 	 210 	 3.39   	 2.18
120 	 210 	 3.89   	 2.45
125 	 210 	 3.40   	 2.19
130 	 210 	 2.08   	 1.61
135 	 210 	 0.09   	 1.02
140 	 210 	 -2.18   	 0.61
145 	 210 	 -4.02   	 0.40
150 	 210 	 -4.97   	 0.32
155 	 210 	 -5.50   	 0.28
160 	 210 	 -6.34   	 0.23
165 	 210 	 -7.96   	 0.16
170 	 210 	 -10.89   	 0.08
175 	 210 	 -16.56   	 0.02
180 	 210 	 -999.99   	 0.00
0 	 215 	 -999.99   	 0.00
5 	 215 	 -16.56   	 0.02
10 	 215 	 -10.89   	 0.08
15 	 215 	 -7.96   	 0.16
20 	 215 	 -6.34   	 0.23
25 	 215 	 -5.50   	 0.28
30 	 215 	 -4.97   	 0.32
35 	 215 	 -4.02   	 0.40
40 	 215 	 -2.18   	 0.61
45 	 215 	 0.09   	 1.02
50 	 215 	 2.08   	 1.61
55 	 215 	 3.40   	 2.19
60 	 215 	 3.89   	 2.45
65 	 215 	 3.39   	 2.18
70 	 215 	 1.74   	 1.49
75 	 215 	 -1.30   	 0.74
80 	 215 	 -5.67   	 0.27
85 	 215 	 -8.68   	 0.14
90 	 215 	 -8.75   	 0.13
95 	 215 	 -8.68   	 0.14
100 	 215 	 -5.67   	 0.27
105 	 215 	 -1.30   	 0.74
110 	 215 	 1.74   	 1.49
115 	 215 	 3.39   	 2.18
120 	 215 	 3.89   	 2.45
125 	 215 	 3.40   	 2.19
130 	 215 	 2.08   	 1.61
135 	 215 	 0.09   	 1.02
140 	 215 	 -2.18   	 0.61
145 	 215 	 -4.02   	 0.40
150 	 215 	 -4.97   	 0.32
155 	 215 	 -5.50   	 0.28
160 	 215 	 -6.34   	 0.23
165 	 215 	 -7.96   	 0.16
170 	 215 	 -10.89   	 0.08
175 	 215 	 -16.56   	 0.02
180 	 215 	 -999.99   	 0.00
0 	 220 	 -999.99   	 0.00
5 	 220 	 -16.56   	 0.02
10 	 220 	 -10.89   	 0.08
15 	 220 	 -7.96   	 0.16
20 	 220 	 -6.34   	 0.23
25 	 220 	 -5.50   	 0.28
30 	 220 	 -4.97   	 0.32
35 	 220 	 -4.02   	 0.40
40 	 220 	 -2.18   	 0.61
45 	 220 	 0.09   	 1.02
50 	 220 	 2.08   	 1.61
55 	 220 	 3.40   	 2.19
60 	 220 	 3.89   	 2.45
65 	 220 	 3.39   	 2.18
70 	 220 	 1.74   	 1.49
75 	 220 	 -1.30   	 0.74
80 	 220 	 -5.67   	 0.27
85 	 220 	 -8.68   	 0.14
90 	 220 	 -8.75   	 0.13
95 	 220 	 -8.68   	 0.14
100 	 220 	 -5.67   	 0.27
105 	 220 	 -1.30   	 0.74
110 	 220 	 1.74   	 1.49
115 	 220 	 3.39   	 2.18
120 	 220 	 3.89   	 2.45
125 	 220 	 3.40   	 2.19
130 	 220 	 2.08   	 1.61
135 	 220 	 0.09   	 1.02
140 	 220 	 -2.18   	 0.61
145 	 220 	 -4.02   	 0.40
150 	 220 	 -4.97   	 0.32
155 	 220 	 -5.50   	 0.28
160 	 220 	 -6.34   	 0.23
165 	 220 	 -7.96   	 0.16
170 	 220 	 -10.89   	 0.08
175 	 220 	 -16.56   	 0.02
180 	 220 	 -999.99   	 0.00
0 	 225 	 -999.99   	 0.00
5 	 225 	 -16.56   	 0.02
10 	 225 	 -10.89   	 0.08
15 	 225 	 -7.96   	 0.16
20 	 225 	 -6.34   	 0.23
25 	 225 	 -5.50   	 0.28
30 	 225 	 -4.97   	 0.32
35 	 225 	 -4.02   	 0.40
40 	 225 	 -2.18   	 0.61
45 	 225 	 0.09   	 1.02
50 	 225 	 2.08   	 1.61
55 	 225 	 3.40   	 2.19
60 	 225 	 3.89   	 2.45
65 	 225 	 3.39   	 2.18
70 	 225 	 1.74   	 1.49
75 	 225 	 -1.30   	 0.74
80 	 225 	 -5.67   	 0.27
85 	 225 	 -8.68   	 0.14
90 	 225 	 -8.75   	 0.13
95 	 225 	 -8.68   	 0.14
100 	 225 	 -5.67   	 0.27
105 	 225 	 -1.30   	 0.74
110 	 225 	 1.74   	 1.49
115 	 225 	 3.39   	 2.18
120 	 225 	 3.89   	 2.45
125 	 225 	 3.40   	 2.19
130 	 225 	 2.08   	 1.61
135 	 225 	 0.09   	 1.02
140 	 225 	 -2.18   	 0.61
145 	 225 	 -4.02   	 0.40
150 	 225 	 -4.97   	 0.32
155 	 225 	 -5.50   	 0.28
160 	 225 	 -6.34   	 0.23
165 	 225 	 -7.96   	 0.16
170 	 225 	 -10.89   	 0.08
175 	 225 	 -16.56   	 0.02
180 	 225 	 -999.99   	 0.00
0 	 230 	 -999.99   	 0.00
5 	 230 	 -16.56   	 0.02
10 	 230 	 -10.89   	 0.08
15 	 230 	 -7.96   	 0.16
20 	 230 	 -6.34   	 0.23
25 	 230 	 -5.50   	 0.28
30 	 230 	 -4.97   	 0.32
35 	 230 	 -4.02   	 0.40
40 	 230 	 -2.18   	 0.61
45 	 230 	 0.09   	 1.02
50 	 230 	 2.08   	 1.61
55 	 230 	 3.40   	 2.19
60 	 230 	 3.89   	 2.45
65 	 230 	 3.39   	 2.18
70 	 230 	 1.74   	 1.49
75 	 230 	 -1.30   	 0.74
80 	 230 	 -5.67   	 0.27
85 	 230 	 -8.68   	 0.14
90 	 230 	 -8.75   	 0.13
95 	 230 	 -8.68   	 0.14
100 	 230 	 -5.67   	 0.27
105 	 230 	 -1.30   	 0.74
110 	 230 	 1.74   	 1.49
115 	 230 	 3.39   	 2.18
120 	 230 	 3.89   	 2.45
125 	 230 	 3.40   	 2.19
130 	 230 	 2.08   	 1.61
135 	 230 	 0.09   	 1.02
140 	 230 	 -2.18   	 0.61
145 	 230 	 -4.02   	 0.40
150 	 230 	 -4.97   	 0.32
155 	 230 	 -5.50   	 0.28
160 	 230 	 -6.34   	 0.23
165 	 230 	 -7.96   	 0.16
170 	 230 	 -10.89   	 0.08
175 	 230 	 -16.56   	 0.02
180 	 230 	 -999.99   	 0.00
0 	 235 	 -999.99   	 0.00
5 	 235 	 -16.56   	 0.02
10 	 235 	 -10.89   	 0.08
15 	 235 	 -7.96   	 0.16
20 	 235 	 -6.34   	 0.23
25 	 235 	 -5.50   	 0.28
30 	 235 	 -4.97   	 0.32
35 	 235 	 -4.02   	 0.40
40 	 235 	 -2.18   	 0.61
45 	 235 	 0.09   	 1.02
50 	 235 	 2.08   	 1.61
55 	 235 	 3.40   	 2.19
60 	 235 	 3.89   	 2.45
65 	 235 	 3.39   	 2.18
70 	 235 	 1.74   	 1.49
75 	 235 	 -1.30   	 0.74
80 	 235 	 -5.67   	 0.27
85 	 235 	 -8.68   	 0.14
90 	 235 	 -8.75   	 0.13
95 	 235 	 -8.68   	 0.14
100 	 235 	 -5.67   	 0.27
105 	 235 	 -1.30   	 0.74
110 	 235 	 1.74   	 1.49
115 	 235 	 3.39   	 2.18
120 	 235 	 3.89   	 2.45
125 	 235 	 3.40   	 2.19
130 	 235 	 2.08   	 1.61
135 	 235 	 0.09   	 1.02
140 	 235 	 -2.18   	 0.61
145 	 235 	 -4.02   	 0.40
150 	 235 	 -4.97   	 0.32
155 	 235 	 -5.50   	 0.28
160 	 235 	 -6.34   	 0.23
165 	 235 	 -7.96   	 0.16
170 	 235 	 -10.89   	 0.08
175 	 235 	 -16.56   	 0.02
180 	 235 	 -999.99   	 0.00
0 	 240 	 -999.99   	 0.00
5 	 240 	 -16.56   	 0.02
10 	 240 	 -10.89   	 0.08
15 	 240 	 -7.96   	 0.16
20 	 240 	 -6.34   	 0.23
25 	 240 	 -5.50   	 0.28
30 	 240 	 -4.97   	 0.32
35 	 240 	 -4.02   	 0.40
40 	 240 	 -2.18   	 0.61
45 	 240 	 0.09   	 1.02
50 	 240 	 2.08   	 1.61
55 	 240 	 3.40   	 2.19
60 	 240 	 3.89   	 2.45
65 	 240 	 3.39   	 2.18
70 	 240 	 1.74   	 1.49
75 	 240 	 -1.30   	 0.74
80 	 240 	 -5.67   	 0.27
85 	 240 	 -8.68   	 0.14
90 	 240 	 -8.75   	 0.13
95 	 240 	 -8.68   	 0.14
100 	 240 	 -5.67   	 0.27
105 	 240 	 -1.30   	 0.74
110 	 240 	 1.74   	 1.49
115 	 240 	 3.39   	 2.18
120 	 240 	 3.89   	 2.45
125 	 240 	 3.40   	 2.19
130 	 240 	 2.08   	 1.61
135 	 240 	 0.09   	 1.02
140 	 240 	 -2.18   	 0.61
145 	 240 	 -4.02   	 0.40
150 	 240 	 -4.97   	 0.32
155 	 240 	 -5.50   	 0.28
160 	 240 	 -6.34   	 0.23
165 	 240 	 -7.96   	 0.16
170 	 240 	 -10.89   	 0.08
175 	 240 	 -16.56   	 0.02
180 	 240 	 -999.99   	 0.00
0 	 245 	 -999.99   	 0.00
5 	 245 	 -16.56   	 0.02
10 	 245 	 -10.89   	 0.08
15 	 245 	 -7.96   	 0.16
20 	 245 	 -6.34   	 0.23
25 	 245 	 -5.50   	 0.28
30 	 245 	 -4.97   	 0.32
35 	 245 	 -4.02   	 0.40
40 	 245 	 -2.18   	 0.61
45 	 245 	 0.09   	 1.02
50 	 245 	 2.08   	 1.61
55 	 245 	 3.40   	 2.19
60 	 245 	 3.89   	 2.45
65 	 245 	 3.39   	 2.18
70 	 245 	 1.74   	 1.49
75 	 245 	 -1.30   	 0.74
80 	 245 	 -5.67   	 0.27
85 	 245 	 -8.68   	 0.14
90 	 245 	 -8.75   	 0.13
95 	 245 	 -8.68   	 0.14
100 	 245 	 -5.67   	 0.27
105 	 245 	 -1.30   	 0.74
110 	 245 	 1.74   	 1.49
115 	 245 	 3.39   	 2.18
120 	 245 	 3.89   	 2.45
125 	 245 	 3.40   	 2.19
130 	 245 	 2.08   	 1.61
135 	 245 	 0.09   	 1.02
140 	 245 	 -2.18   	 0.61
145 	 245 	 -4.02   	 0.40
150 	 245 	 -4.97   	 0.32
155 	 245 	 -5.50   	 0.28
160 	 245 	 -6.34   	 0.23
165 	 245 	 -7.96   	 0.16
170 	 245 	 -10.89   	 0.08
175 	 245 	 -16.56   	 0.02
180 	 245 	 -999.99   	 0.00
0 	 250 	 -999.99   	 0.00
5 	 250 	 -16.56   	 0.02
10 	 250 	 -10.89   	 0.08
15 	 250 	 -7.96   	 0.16
20 	 250 	 -6.34   	 0.23
25 	 250 	 -5.50   	 0.28
30 	 250 	 -4.97   	 0.32
35 	 250 	 -4.02   	 0.40
40 	 250 	 -2.18   	 0.61
45 	 250 	 0.09   	 1.02
50 	 250 	 2.08   	 1.61
55 	 250 	 3.40   	 2.19
60 	 250 	 3.89   	 2.45
65 	 250 	 3.39   	 2.18
70 	 250 	 1.74   	 1.49
75 	 250 	 -1.30   	 0.74
80 	 250 	 -5.67   	 0.27
85 	 250 	 -8.68   	 0.14
90 	 250 	 -8.75   	 0.13
95 	 250 	 -8.68   	 0.14
100 	 250 	 -5.67   	 0.27
105 	 250 	 -1.30   	 0.74
110 	 250 	 1.74   	 1.49
115 	 250 	 3.39   	 2.18
120 	 250 	 3.89   	 2.45
125 	 250 	 3.40   	 2.19
130 	 250 	 2.08   	 1.61
135 	 250 	 0.09   	 1.02
140 	 250 	 -2.18   	 0.61
145 	 250 	 -4.02   	 0.40
150 	 250 	 -4.97   	 0.32
155 	 250 	 -5.50   	 0.28
160 	 250 	 -6.34   	 0.23
165 	 250 	 -7.96   	 0.16
170 	 250 	 -10.89   	 0.08
175 	 250 	 -16.56   	 0.02
180 	 250 	 -999.99   	 0.00
0 	 255 	 -999.99   	 0.00
5 	 255 	 -16.56   	 0.02
10 	 255 	 -10.89   	 0.08
15 	 255 	 -7.96   	 0.16
20 	 255 	 -6.34   	 0.23
25 	 255 	 -5.50   	 0.28
30 	 255 	 -4.97   	 0.32
35 	 255 	 -4.02   	 0.40
40 	 255 	 -2.18   	 0.61
45 	 255 	 0.09   	 1.02
50 	 255 	 2.08   	 1.61
55 	 255 	 3.40   	 2.19
60 	 255 	 3.89   	 2.45
65 	 255 	 3.39   	 2.18
70 	 255 	 1.74   	 1.49
75 	 255 	 -1.30   	 0.74
80 	 255 	 -5.67   	 0.27
85 	 255 	 -8.68   	 0.14
90 	 255 	 -8.75   	 0.13
95 	 255 	 -8.68   	 0.14
100 	 255 	 -5.67   	 0.27
105 	 255 	 -1.30   	 0.74
110 	 255 	 1.74   	 1.49
115 	 255 	 3.39   	 2.18
120 	 255 	 3.89   	 2.45
125 	 255 	 3.40   	 2.19
130 	 255 	 2.08   	 1.61
135 	 255 	 0.09   	 1.02
140 	 255 	 -2.18   	 0.61
145 	 255 	 -4.02   	 0.40
150 	 255 	 -4.97   	 0.32
155 	 255 	 -5.50   	 0.28
160 	 255 	 -6.34   	 0.23
165 	 255 	 -7.96   	 0.16
170 	 255 	 -10.89   	 0.08
175 	 255 	 -16.56   	 0.02
180 	 255 	 -999.99   	 0.00
0 	 260 	 -999.99   	 0.00
5 	 260 	 -16.56   	 0.02
10 	 260 	 -10.89   	 0.08
15 	 260 	 -7.96   	 0.16
20 	 260 	 -6.34   	 0.23
25 	 260 	 -5.50   	 0.28
30 	 260 	 -4.97   	 0.32
35 	 260 	 -4.02   	 0.40
40 	 260 	 -2.18   	 0.61
45 	 260 	 0.09   	 1.02
50 	 260 	 2.08   	 1.61
55 	 260 	 3.40   	 2.19
60 	 260 	 3.89   	 2.45
65 	 260 	 3.39   	 2.18
70 	 260 	 1.74   	 1.49
75 	 260 	 -1.30   	 0.74
80 	 260 	 -5.67   	 0.27
85 	 260 	 -8.68   	 0.14
90 	 260 	 -8.75   	 0.13
95 	 260 	 -8.68   	 0.14
100 	 260 	 -5.67   	 0.27
105 	 260 	 -1.30   	 0.74
110 	 260 	 1.74   	 1.49
115 	 260 	 3.39   	 2.18
120 	 260 	 3.89   	 2.45
125 	 260 	 3.40   	 2.19
130 	 260 	 2.08   	 1.61
135 	 260 	 0.09   	 1.02
140 	 260 	 -2.18   	 0.61
145 	 260 	 -4.02   	 0.40
150 	 260 	 -4.97   	 0.32
155 	 260 	 -5.50   	 0.28
160 	 260 	 -6.34   	 0.23
165 	 260 	 -7.96   	 0.16
170 	 260 	 -10.89   	 0.08
175 	 260 	 -16.56   	 0.02
180 	 260 	 -999.99   	 0.00
0 	 265 	 -999.99   	 0.00
5 	 265 	 -16.56   	 0.02
10 	 265 	 -10.89   	 0.08
15 	 265 	 -7.96   	 0.16
20 	 265 	 -6.34   	 0.23
25 	 265 	 -5.50   	 0.28
30 	 265 	 -4.97   	 0.32
35 	 265 	 -4.02   	 0.40
40 	 265 	 -2.18   	 0.61
45 	 265 	 0.09   	 1.02
50 	 265 	 2.08   	 1.61
55 	 265 	 3.40   	 2.19
60 	 265 	 3.89   	 2.45
65 	 265 	 3.39   	 2.18
70 	 265 	 1.74   	 1.49
75 	 265 	 -1.30   	 0.74
80 	 265 	 -5.67   	 0.27
85 	 265 	 -8.68   	 0.14
90 	 265 	 -8.75   	 0.13
95 	 265 	 -8.68   	 0.14
100 	 265 	 -5.67   	 0.27
105 	 265 	 -1.30   	 0.74
110 	 265 	 1.74   	 1.49
115 	 265 	 3.39   	 2.18
120 	 265 	 3.89   	 2.45
125 	 265 	 3.40   	 2.19
130 	 265 	 2.08   	 1.61
135 	 265 	 0.09   	 1.02
140 	 265 	 -2.18   	 0.61
145 	 265 	 -4.02   	 0.40
150 	 265 	 -4.97   	 0.32
155 	 265 	 -5.50   	 0.28
160 	 265 	 -6.34   	 0.23
165 	 265 	 -7.96   	 0.16
170 	 265 	 -10.89   	 0.08
175 	 265 	 -16.56   	 0.02
180 	 265 	 -999.99   	 0.00
0 	 270 	 -999.99   	 0.00
5 	 270 	 -16.56   	 0.02
10 	 270 	 -10.89   	 0.08
15 	 270 	 -7.96   	 0.16
20 	 270 	 -6.34   	 0.23
25 	 270 	 -5.50   	 0.28
30 	 270 	 -4.97   	 0.32
35 	 270 	 -4.02   	 0.40
40 	 270 	 -2.18   	 0.61
45 	 270 	 0.09   	 1.02
50 	 270 	 2.08   	 1.61
55 	 270 	 3.40   	 2.19
60 	 270 	 3.89   	 2.45
65 	 270 	 3.39   	 2.18
70 	 270 	 1.74   	 1.49
75 	 270 	 -1.30   	 0.74
80 	 270 	 -5.67   	 0.27
85 	 270 	 -8.68   	 0.14
90 	 270 	 -8.75   	 0.13
95 	 270 	 -8.68   	 0.14
100 	 270 	 -5.67   	 0.27
105 	 270 	 -1.30   	 0.74
110 	 270 	 1.74   	 1.49
115 	 270 	 3.39   	 2.18
120 	 270 	 3.89   	 2.45
125 	 270 	 3.40   	 2.19
130 	 270 	 2.08   	 1.61
135 	 270 	 0.09   	 1.02
140 	 270 	 -2.18   	 0.61
145 	 270 	 -4.02   	 0.40
150 	 270 	 -4.97   	 0.32
155 	 270 	 -5.50   	 0.28
160 	 270 	 -6.34   	 0.23
165 	 270 	 -7.96   	 0.16
170 	 270 	 -10.89   	 0.08
175 	 270 	 -16.56   	 0.02
180 	 270 	 -999.99   	 0.00
0 	 275 	 -999.99   	 0.00
5 	 275 	 -16.56   	 0.02
10 	 275 	 -10.89   	 0.08
15 	 275 	 -7.96   	 0.16
20 	 275 	 -6.34   	 0.23
25 	 275 	 -5.50   	 0.28
30 	 275 	 -4.97   	 0.32
35 	 275 	 -4.02   	 0.40
40 	 275 	 -2.18   	 0.61
45 	 275 	 0.09   	 1.02
50 	 275 	 2.08   	 1.61
55 	 275 	 3.40   	 2.19
60 	 275 	 3.89   	 2.45
65 	 275 	 3.39   	 2.18
70 	 275 	 1.74   	 1.49
75 	 275 	 -1.30   	 0.74
80 	 275 	 -5.67   	 0.27
85 	 275 	 -8.68   	 0.14
90 	 275 	 -8.75   	 0.13
95 	 275 	 -8.68   	 0.14
100 	 275 	 -5.67   	 0.27
105 	 275 	 -1.30   	 0.74
110 	 275 	 1.74   	 1.49
115 	 275 	 3.39   	 2.18
120 	 275 	 3.89   	 2.45
125 	 275 	 3.40   	 2.19
130 	 275 	 2.08   	 1.61
135 	 275 	 0.09   	 1.02
140 	 275 	 -2.18   	 0.61
145 	 275 	 -4.02   	 0.40
150 	 275 	 -4.97   	 0.32
155 	 275 	 -5.50   	 0.28
160 	 275 	 -6.34   	 0.23
165 	 275 	 -7.96   	 0.16
170 	 275 	 -10.89   	 0.08
175 	 275 	 -16.56   	 0.02
180 	 275 	 -999.99   	 0.00
0 	 280 	 -999.99   	 0.00
5 	 280 	 -16.56   	 0.02
10 	 280 	 -10.89   	 0.08
15 	 280 	 -7.96   	 0.16
20 	 280 	 -6.34   	 0.23
25 	 280 	 -5.50   	 0.28
30 	 280 	 -4.97   	 0.32
35 	 280 	 -4.02   	 0.40
40 	 280 	 -2.18   	 0.61
45 	 280 	 0.09   	 1.02
50 	 280 	 2.08   	 1.61
55 	 280 	 3.40   	 2.19
60 	 280 	 3.89   	 2.45
65 	 280 	 3.39   	 2.18
70 	 280 	 1.74   	 1.49
75 	 280 	 -1.30   	 0.74
80 	 280 	 -5.67   	 0.27
85 	 280 	 -8.68   	 0.14
90 	 280 	 -8.75   	 0.13
95 	 280 	 -8.68   	 0.14
100 	 280 	 -5.67   	 0.27
105 	 280 	 -1.30   	 0.74
110 	 280 	 1.74   	 1.49
115 	 280 	 3.39   	 2.18
120 	 280 	 3.89   	 2.45
125 	 280 	 3.40   	 2.19
130 	 280 	 2.08   	 1.61
135 	 280 	 0.09   	 1.02
140 	 280 	 -2.18   	 0.61
145 	 280 	 -4.02   	 0.40
150 	 280 	 -4.97   	 0.32
155 	 280 	 -5.50   	 0.28
160 	 280 	 -6.34   	 0.23
165 	 280 	 -7.96   	 0.16
170 	 280 	 -10.89   	 0.08
175 	 280 	 -16.56   	 0.02
180 	 280 	 -999.99   	 0.00
0 	 285 	 -999.99   	 0.00
5 	 285 	 -16.56   	 0.02
10 	 285 	 -10.89   	 0.08
15 	 285 	 -7.96   	 0.16
20 	 285 	 -6.34   	 0.23
25 	 285 	 -5.50   	 0.28
30 	 285 	 -4.97   	 0.32
35 	 285 	 -4.02   	 0.40
40 	 285 	 -2.18   	 0.61
45 	 285 	 0.09   	 1.02
50 	 285 	 2.08   	 1.61
55 	 285 	 3.40   	 2.19
60 	 285 	 3.89   	 2.45
65 	 285 	 3.39   	 2.18
70 	 285 	 1.74   	 1.49
75 	 285 	 -1.30   	 0.74
80 	 285 	 -5.67   	 0.27
85 	 285 	 -8.68   	 0.14
90 	 285 	 -8.75   	 0.13
95 	 285 	 -8.68   	 0.14
100 	 285 	 -5.67   	 0.27
105 	 285 	 -1.30   	 0.74
110 	 285 	 1.74   	 1.49
115 	 285 	 3.39   	 2.18
120 	 285 	 3.89   	 2.45
125 	 285 	 3.40   	 2.19
130 	 285 	 2.08   	 1.61
135 	 285 	 0.09   	 1.02
140 	 285 	 -2.18   	 0.61
145 	 285 	 -4.02   	 0.40
150 	 285 	 -4.97   	 0.32
155 	 285 	 -5.50   	 0.28
160 	 285 	 -6.34   	 0.23
165 	 285 	 -7.96   	 0.16
170 	 285 	 -10.89   	 0.08
175 	 285 	 -16.56   	 0.02
180 	 285 	 -999.99   	 0.00
0 	 290 	 -999.99   	 0.00
5 	 290 	 -16.56   	 0.02
10 	 290 	 -10.89   	 0.08
15 	 290 	 -7.96   	 0.16
20 	 290 	 -6.34   	 0.23
25 	 290 	 -5.50   	 0.28
